Designator,Footprint,Quantity,Value,LCSC Part #
C1,0603,1,220nF,
D1,0805,1,LED,
L1,25X48MM_NFC,1,25X48MM_NFC_ANTENNA,
R1,0603,1,47,
U1,XQFN-8_L1.6-W1.6-P0.50-BL_NT3H2111W0FHKH,1,NT3H2111W0FHKH,C710403
